,calculated_host_listings_count_entire_homes,calculated_host_listings_count_entire_homes
31310,0,0
31311,1,1
31312,3,3
31313,9,9
31314,1,1
31315,50,50
31316,50,50
31317,6,6
31318,1,1
31319,0,0
31320,1,1
31321,1,1
31322,1,1
31323,1,1
31324,12,12
31325,1,1
31326,5,5
31327,1,1
31328,1,1
31329,6,6
31330,0,0
31331,1,1
31332,6,6
31333,1,1
31334,6,6
31335,0,0
31336,1,1
31337,4,4
31338,1,1
31339,4,4
31340,2,2
31341,1,1
31342,1,1
31343,1,1
31344,2,2
31345,2,2
31346,3,3
31347,1,1
31348,6,6
31349,1,1
31350,2,2
31351,2,2
31352,4,4
31353,1,1
31354,1,1
31355,1,1
31356,2,2
31357,1,1
31358,0,0
31359,1,1
31360,1,1
31361,5,5
31362,2,2
31363,7,7
31364,3,3
31365,1,1
31366,9,9
31367,1,1
31368,1,1
31369,6,6
31370,1,1
31371,1,1
31372,34,34
31373,0,0
31374,2,2
31375,8,8
31376,1,1
31377,1,1
31378,2,2
31379,1,1
31380,3,3
31381,9,9
31382,39,39
31383,4,4
31384,2,2
31385,267,267
31386,1,1
31387,1,1
31388,1,1
31389,2,2
31390,3,3
31391,3,3
31392,1,1
31393,1,1
31394,54,54
31395,54,54
31396,0,0
31397,1,1
31398,3,3
31399,8,8
31400,1,1
31401,2,2
31402,48,48
31403,48,48
31404,0,0
31405,1,1
31406,1,1
31407,1,1
31408,1,1
31409,1,1
31410,6,6
31411,0,0
31412,1,1
31413,0,0
31414,0,0
31415,0,0
31416,1,1
31417,2,2
31418,8,8
31419,4,4
31420,1,1
31421,8,8
31422,1,1
31423,0,0
31424,3,3
31425,1,1
31426,4,4
31427,10,10
31428,2,2
31429,1,1
31430,1,1
31431,1,1
31432,5,5
31433,1,1
31434,2,2
31435,1,1
31436,1,1
31437,1,1
31438,1,1
31439,6,6
31440,1,1
31441,2,2
31442,3,3
31443,2,2
31444,1,1
31445,2,2
31446,2,2
31447,3,3
31448,2,2
31449,2,2
31450,6,6
31451,2,2
31452,1,1
31453,1,1
31454,1,1
31455,0,0
31456,3,3
31457,4,4
31458,1,1
31459,8,8
31460,2,2
31461,2,2
31462,1,1
31463,0,0
31464,0,0
31465,2,2
31466,0,0
31467,1,1
31468,1,1
31469,0,0
31470,1,1
31471,4,4
31472,1,1
31473,1,1
31474,2,2
31475,2,2
31476,1,1
31477,2,2
31478,1,1
31479,0,0
31480,6,6
31481,3,3
31482,1,1
31483,1,1
31484,0,0
31485,13,13
31486,3,3
31487,12,12
31488,36,36
31489,1,1
31490,3,3
31491,2,2
31492,27,27
31493,2,2
31494,1,1
31495,3,3
31496,2,2
31497,2,2
31498,2,2
31499,1,1
31500,9,9
31501,7,7
31502,6,6
31503,0,0
31504,2,2
31505,2,2
31506,10,10
31507,2,2
31508,1,1
31509,2,2
31510,2,2
31511,1,1
31512,13,13
31513,2,2
31514,6,6
31515,2,2
31516,0,0
31517,1,1
31518,39,39
31519,39,39
31520,5,5
31521,1,1
31522,1,1
31523,1,1
31524,4,4
31525,1,1
31526,4,4
31527,2,2
31528,2,2
31529,1,1
31530,1,1
31531,3,3
31532,1,1
31533,2,2
31534,3,3
31535,1,1
31536,3,3
31537,2,2
31538,2,2
31539,0,0
31540,0,0
31541,0,0
31542,1,1
31543,1,1
31544,2,2
31545,1,1
31546,1,1
31547,3,3
31548,0,0
31549,2,2
31550,3,3
31551,0,0
31552,3,3
31553,51,51
31554,51,51
31555,51,51
31556,51,51
31557,2,2
31558,1,1
31559,2,2
31560,1,1
31561,2,2
31562,1,1
31563,3,3
31564,1,1
31565,1,1
31566,1,1
31567,1,1
31568,1,1
31569,3,3
31570,1,1
31571,1,1
31572,1,1
31573,1,1
31574,7,7
31575,1,1
31576,1,1
31577,6,6
31578,1,1
31579,8,8
31580,1,1
31581,3,3
31582,2,2
31583,1,1
31584,1,1
31585,267,267
31586,1,1
31587,1,1
31588,1,1
31589,13,13
31590,30,30
31591,267,267
31592,0,0
31593,1,1
31594,1,1
31595,1,1
31596,6,6
31597,9,9
31598,5,5
31599,1,1
31600,1,1
31601,2,2
31602,1,1
31603,2,2
31604,1,1
31605,0,0
31606,1,1
31607,1,1
31608,1,1
31609,1,1
31610,0,0
31611,2,2
31612,1,1
31613,1,1
31614,1,1
31615,34,34
31616,1,1
31617,2,2
31618,1,1
31619,1,1
31620,3,3
31621,2,2
31622,1,1
31623,5,5
31624,4,4
31625,1,1
31626,7,7
31627,2,2
31628,0,0
31629,1,1
31630,0,0
31631,1,1
31632,2,2
31633,1,1
31634,0,0
31635,2,2
31636,1,1
31637,0,0
31638,2,2
31639,1,1
31640,2,2
31641,5,5
31642,0,0
31643,1,1
31644,5,5
31645,1,1
31646,1,1
31647,267,267
31648,1,1
31649,3,3
31650,1,1
31651,1,1
31652,3,3
31653,0,0
31654,1,1
31655,2,2
31656,1,1
31657,2,2
31658,2,2
31659,3,3
31660,1,1
31661,2,2
31662,1,1
31663,3,3
31664,2,2
31665,1,1
31666,3,3
31667,13,13
31668,1,1
31669,34,34
31670,0,0
31671,3,3
31672,1,1
31673,0,0
31674,2,2
31675,4,4
31676,1,1
31677,2,2
31678,2,2
31679,2,2
31680,1,1
31681,1,1
31682,0,0
31683,1,1
31684,1,1
31685,1,1
31686,2,2
31687,1,1
31688,2,2
31689,14,14
31690,2,2
31691,1,1
31692,2,2
31693,1,1
31694,3,3
31695,1,1
31696,5,5
31697,17,17
31698,1,1
31699,0,0
31700,3,3
31701,3,3
31702,1,1
31703,2,2
31704,1,1
31705,2,2
31706,2,2
31707,1,1
31708,1,1
31709,1,1
31710,1,1
31711,0,0
31712,2,2
31713,1,1
31714,0,0
31715,0,0
31716,0,0
31717,51,51
31718,51,51
31719,51,51
31720,51,51
31721,0,0
31722,3,3
31723,1,1
31724,0,0
31725,6,6
31726,2,2
31727,2,2
31728,4,4
31729,1,1
31730,1,1
31731,2,2
31732,1,1
31733,2,2
31734,5,5
31735,1,1
31736,0,0
31737,1,1
31738,0,0
31739,1,1
31740,3,3
31741,1,1
31742,1,1
31743,0,0
31744,2,2
31745,1,1
31746,2,2
31747,0,0
31748,1,1
31749,2,2
31750,1,1
31751,1,1
31752,0,0
31753,3,3
31754,2,2
31755,2,2
31756,3,3
31757,2,2
31758,2,2
31759,1,1
31760,2,2
31761,5,5
31762,1,1
31763,2,2
31764,1,1
31765,3,3
31766,0,0
31767,0,0
31768,1,1
31769,0,0
31770,1,1
31771,2,2
31772,5,5
31773,3,3
31774,3,3
31775,0,0
31776,1,1
31777,39,39
31778,1,1
31779,1,1
31780,3,3
31781,1,1
31782,3,3
31783,39,39
31784,1,1
31785,0,0
31786,2,2
31787,1,1
31788,1,1
31789,0,0
31790,1,1
31791,135,135
31792,4,4
31793,5,5
31794,1,1
31795,17,17
31796,17,17
31797,1,1
31798,17,17
31799,2,2
31800,17,17
31801,3,3
31802,2,2
31803,1,1
31804,3,3
31805,3,3
31806,0,0
31807,0,0
31808,2,2
31809,1,1
31810,1,1
31811,1,1
31812,91,91
31813,17,17
31814,17,17
31815,17,17
31816,1,1
31817,1,1
31818,9,9
31819,3,3
31820,0,0
31821,1,1
31822,1,1
31823,13,13
31824,1,1
31825,1,1
31826,2,2
31827,0,0
31828,8,8
31829,1,1
31830,51,51
31831,2,2
31832,1,1
31833,1,1
31834,1,1
31835,1,1
31836,1,1
31837,3,3
31838,0,0
31839,3,3
31840,1,1
31841,1,1
31842,6,6
31843,1,1
31844,3,3
31845,1,1
31846,1,1
31847,3,3
31848,151,151
31849,1,1
31850,2,2
31851,4,4
31852,2,2
31853,1,1
31854,2,2
31855,39,39
31856,91,91
31857,17,17
31858,9,9
31859,17,17
31860,17,17
31861,1,1
31862,1,1
31863,2,2
31864,5,5
31865,1,1
31866,2,2
31867,17,17
31868,1,1
31869,1,1
31870,1,1
31871,3,3
31872,5,5
31873,0,0
31874,2,2
31875,135,135
31876,1,1
31877,2,2
31878,0,0
31879,0,0
31880,1,1
31881,3,3
31882,2,2
31883,1,1
31884,0,0
31885,0,0
31886,1,1
31887,87,87
31888,0,0
31889,1,1
31890,1,1
31891,0,0
31892,0,0
31893,0,0
31894,0,0
31895,4,4
31896,0,0
31897,2,2
31898,2,2
31899,2,2
31900,2,2
31901,0,0
31902,1,1
31903,1,1
31904,1,1
31905,1,1
31906,59,59
31907,1,1
31908,0,0
31909,1,1
31910,0,0
31911,2,2
31912,0,0
31913,1,1
31914,1,1
31915,1,1
31916,1,1
31917,1,1
31918,1,1
31919,1,1
31920,1,1
31921,2,2
31922,2,2
31923,1,1
31924,6,6
31925,1,1
31926,21,21
31927,1,1
31928,1,1
31929,1,1
31930,2,2
31931,1,1
31932,4,4
31933,1,1
31934,3,3
31935,0,0
31936,1,1
31937,1,1
31938,1,1
31939,1,1
31940,1,1
31941,1,1
31942,1,1
31943,21,21
31944,1,1
31945,1,1
31946,1,1
31947,1,1
31948,3,3
31949,2,2
31950,3,3
31951,3,3
31952,3,3
31953,3,3
31954,3,3
31955,4,4
31956,13,13
31957,0,0
31958,39,39
31959,1,1
31960,1,1
31961,0,0
31962,6,6
31963,2,2
31964,1,1
31965,1,1
31966,4,4
31967,1,1
31968,1,1
31969,4,4
31970,1,1
31971,2,2
31972,1,1
31973,0,0
31974,5,5
31975,39,39
31976,39,39
31977,39,39
31978,1,1
31979,8,8
31980,8,8
31981,1,1
31982,1,1
31983,4,4
31984,2,2
31985,1,1
31986,4,4
31987,1,1
31988,1,1
31989,1,1
31990,2,2
31991,1,1
31992,8,8
31993,8,8
31994,0,0
31995,8,8
31996,8,8
31997,0,0
31998,8,8
31999,8,8
32000,1,1
32001,1,1
32002,1,1
32003,0,0
32004,1,1
32005,1,1
32006,2,2
32007,1,1
32008,135,135
32009,3,3
32010,2,2
32011,0,0
32012,0,0
32013,1,1
32014,0,0
32015,2,2
32016,2,2
32017,1,1
32018,2,2
32019,1,1
32020,1,1
32021,9,9
32022,0,0
32023,1,1
32024,1,1
32025,2,2
32026,1,1
32027,1,1
32028,1,1
32029,1,1
32030,1,1
32031,1,1
32032,1,1
32033,0,0
32034,1,1
32035,1,1
32036,2,2
32037,1,1
32038,1,1
32039,0,0
32040,4,4
32041,1,1
32042,68,68
32043,3,3
32044,54,54
32045,3,3
32046,1,1
32047,1,1
32048,1,1
32049,2,2
32050,2,2
32051,1,1
32052,21,21
32053,2,2
32054,2,2
32055,1,1
32056,2,2
32057,2,2
32058,2,2
32059,2,2
32060,1,1
32061,1,1
32062,0,0
32063,2,2
32064,1,1
32065,151,151
32066,151,151
32067,151,151
32068,151,151
32069,4,4
32070,1,1
32071,5,5
32072,26,26
32073,2,2
32074,5,5
32075,1,1
32076,1,1
32077,2,2
32078,3,3
32079,25,25
32080,55,55
32081,1,1
32082,54,54
32083,3,3
32084,1,1
32085,4,4
32086,2,2
32087,1,1
32088,1,1
32089,1,1
32090,7,7
32091,2,2
32092,1,1
32093,1,1
32094,1,1
32095,2,2
32096,14,14
32097,1,1
32098,0,0
32099,3,3
32100,1,1
32101,267,267
32102,2,2
32103,267,267
32104,2,2
32105,2,2
32106,267,267
32107,1,1
32108,135,135
32109,1,1
32110,0,0
32111,0,0
32112,1,1
32113,5,5
32114,5,5
32115,1,1
32116,5,5
32117,4,4
32118,1,1
32119,1,1
32120,4,4
32121,1,1
32122,1,1
32123,59,59
32124,59,59
32125,1,1
32126,2,2
32127,0,0
32128,2,2
32129,1,1
32130,1,1
32131,36,36
32132,3,3
32133,4,4
32134,4,4
32135,267,267
32136,1,1
32137,1,1
32138,1,1
32139,1,1
32140,0,0
32141,10,10
32142,10,10
32143,10,10
32144,0,0
32145,3,3
32146,89,89
32147,1,1
32148,2,2
32149,3,3
32150,1,1
32151,10,10
32152,10,10
32153,10,10
32154,10,10
32155,10,10
32156,10,10
32157,1,1
32158,7,7
32159,3,3
32160,3,3
32161,4,4
32162,1,1
32163,4,4
32164,4,4
32165,1,1
32166,2,2
32167,1,1
32168,6,6
32169,1,1
32170,1,1
32171,2,2
32172,93,93
32173,1,1
32174,2,2
32175,11,11
32176,3,3
32177,2,2
32178,3,3
32179,4,4
32180,1,1
32181,0,0
32182,3,3
32183,17,17
32184,1,1
32185,2,2
32186,1,1
32187,1,1
32188,2,2
32189,2,2
32190,0,0
32191,11,11
32192,1,1
32193,12,12
32194,1,1
32195,1,1
32196,0,0
32197,4,4
32198,2,2
32199,1,1
32200,1,1
32201,2,2
32202,1,1
32203,1,1
32204,1,1
32205,0,0
32206,1,1
32207,2,2
32208,4,4
32209,0,0
32210,1,1
32211,1,1
32212,14,14
32213,0,0
32214,3,3
32215,1,1
32216,1,1
32217,5,5
32218,1,1
32219,1,1
32220,1,1
32221,1,1
32222,4,4
32223,1,1
32224,1,1
32225,2,2
32226,1,1
32227,0,0
32228,3,3
32229,1,1
32230,0,0
32231,6,6
32232,4,4
32233,1,1
32234,12,12
32235,2,2
32236,1,1
32237,1,1
32238,1,1
32239,3,3
32240,1,1
32241,267,267
32242,1,1
32243,2,2
32244,2,2
32245,3,3
32246,6,6
32247,5,5
32248,1,1
32249,1,1
32250,1,1
32251,1,1
32252,3,3
32253,1,1
32254,4,4
32255,1,1
32256,1,1
32257,1,1
32258,1,1
32259,1,1
32260,0,0
32261,0,0
32262,0,0
32263,2,2
32264,1,1
32265,8,8
32266,2,2
32267,1,1
32268,4,4
32269,19,19
32270,1,1
32271,2,2
32272,2,2
32273,1,1
32274,1,1
32275,8,8
32276,1,1
32277,8,8
32278,1,1
32279,2,2
32280,1,1
32281,1,1
32282,1,1
32283,2,2
32284,0,0
32285,2,2
32286,0,0
32287,3,3
32288,3,3
32289,3,3
32290,1,1
32291,1,1
32292,4,4
32293,8,8
32294,3,3
32295,0,0
32296,1,1
32297,1,1
32298,1,1
32299,3,3
32300,1,1
32301,2,2
32302,5,5
32303,1,1
32304,1,1
32305,2,2
32306,3,3
32307,1,1
32308,5,5
32309,0,0
32310,13,13
32311,1,1
32312,0,0
32313,1,1
32314,2,2
32315,0,0
32316,1,1
32317,1,1
32318,3,3
32319,13,13
32320,13,13
32321,1,1
32322,1,1
32323,4,4
32324,1,1
32325,1,1
32326,59,59
32327,59,59
32328,2,2
32329,1,1
32330,1,1
32331,1,1
32332,2,2
32333,2,2
32334,2,2
32335,54,54
32336,59,59
32337,1,1
32338,13,13
32339,6,6
32340,2,2
32341,2,2
32342,2,2
32343,0,0
32344,1,1
32345,50,50
32346,1,1
32347,1,1
32348,1,1
32349,1,1
32350,7,7
32351,1,1
32352,3,3
32353,1,1
32354,1,1
32355,3,3
32356,2,2
32357,1,1
32358,0,0
32359,1,1
32360,8,8
32361,6,6
32362,1,1
32363,1,1
32364,0,0
32365,1,1
32366,1,1
32367,1,1
32368,0,0
32369,2,2
32370,8,8
32371,6,6
32372,3,3
32373,3,3
32374,4,4
32375,1,1
32376,7,7
32377,1,1
32378,1,1
32379,2,2
32380,3,3
32381,1,1
32382,1,1
32383,2,2
32384,2,2
32385,0,0
32386,1,1
32387,1,1
32388,1,1
32389,1,1
32390,0,0
32391,0,0
32392,4,4
32393,1,1
32394,11,11
32395,1,1
32396,2,2
32397,1,1
32398,2,2
32399,1,1
32400,6,6
32401,1,1
32402,5,5
32403,4,4
32404,1,1
32405,6,6
32406,2,2
32407,1,1
32408,1,1
32409,1,1
32410,1,1
32411,1,1
32412,1,1
32413,0,0
32414,1,1
32415,1,1
32416,1,1
32417,1,1
32418,0,0
32419,4,4
32420,1,1
32421,1,1
32422,2,2
32423,1,1
32424,2,2
32425,11,11
32426,2,2
32427,2,2
32428,2,2
32429,2,2
32430,4,4
32431,2,2
32432,1,1
32433,2,2
32434,1,1
32435,4,4
32436,2,2
32437,1,1
32438,1,1
32439,1,1
32440,1,1
32441,1,1
32442,1,1
32443,1,1
32444,2,2
32445,0,0
32446,1,1
32447,3,3
32448,1,1
32449,2,2
32450,2,2
32451,3,3
32452,1,1
32453,1,1
32454,1,1
32455,2,2
32456,2,2
32457,1,1
32458,87,87
32459,1,1
32460,1,1
32461,0,0
32462,2,2
32463,1,1
32464,2,2
32465,4,4
32466,2,2
32467,1,1
32468,4,4
32469,1,1
32470,5,5
32471,1,1
32472,1,1
32473,15,15
32474,36,36
32475,2,2
32476,3,3
32477,5,5
32478,1,1
32479,2,2
32480,1,1
32481,1,1
32482,1,1
32483,2,2
32484,1,1
32485,1,1
32486,2,2
32487,1,1
32488,1,1
32489,1,1
32490,0,0
32491,1,1
32492,1,1
32493,3,3
32494,1,1
32495,4,4
32496,2,2
32497,0,0
32498,2,2
32499,59,59
32500,0,0
32501,0,0
32502,267,267
32503,5,5
32504,2,2
32505,2,2
32506,1,1
32507,0,0
32508,1,1
32509,2,2
32510,0,0
32511,13,13
32512,2,2
32513,1,1
32514,1,1
32515,1,1
32516,2,2
32517,0,0
32518,0,0
32519,1,1
32520,2,2
32521,0,0
32522,1,1
32523,1,1
32524,47,47
32525,3,3
32526,1,1
32527,2,2
32528,2,2
32529,1,1
32530,1,1
32531,1,1
32532,1,1
32533,9,9
32534,1,1
32535,2,2
32536,4,4
32537,2,2
32538,1,1
32539,3,3
32540,3,3
32541,2,2
32542,1,1
32543,0,0
32544,10,10
32545,2,2
32546,1,1
32547,4,4
32548,4,4
32549,4,4
32550,2,2
32551,25,25
32552,25,25
32553,25,25
32554,1,1
32555,0,0
32556,1,1
32557,0,0
32558,4,4
32559,2,2
32560,1,1
32561,1,1
32562,2,2
32563,3,3
32564,1,1
32565,151,151
32566,2,2
32567,1,1
32568,2,2
32569,1,1
32570,8,8
32571,1,1
32572,0,0
32573,2,2
32574,1,1
32575,0,0
32576,0,0
32577,0,0
32578,1,1
32579,0,0
32580,4,4
32581,0,0
32582,1,1
32583,4,4
32584,1,1
32585,1,1
32586,2,2
32587,0,0
32588,1,1
32589,3,3
32590,1,1
32591,1,1
32592,2,2
32593,3,3
32594,0,0
32595,1,1
32596,4,4
32597,1,1
32598,0,0
32599,3,3
32600,1,1
32601,6,6
32602,6,6
32603,3,3
32604,36,36
32605,1,1
32606,6,6
32607,5,5
32608,112,112
32609,0,0
32610,59,59
32611,4,4
32612,54,54
32613,0,0
32614,1,1
32615,1,1
32616,1,1
32617,1,1
32618,1,1
32619,1,1
32620,3,3
32621,2,2
32622,1,1
32623,3,3
32624,0,0
32625,1,1
32626,3,3
32627,1,1
32628,0,0
32629,0,0
32630,1,1
32631,3,3
32632,1,1
32633,1,1
32634,1,1
32635,1,1
32636,2,2
32637,3,3
32638,2,2
32639,1,1
32640,2,2
32641,1,1
32642,1,1
32643,1,1
32644,2,2
32645,2,2
32646,0,0
32647,1,1
32648,4,4
32649,2,2
32650,1,1
32651,1,1
32652,1,1
32653,1,1
32654,1,1
32655,2,2
32656,0,0
32657,135,135
32658,0,0
32659,3,3
32660,1,1
32661,1,1
32662,1,1
32663,3,3
32664,1,1
32665,0,0
32666,2,2
32667,1,1
32668,6,6
32669,0,0
32670,1,1
32671,1,1
32672,0,0
32673,1,1
32674,5,5
32675,2,2
32676,10,10
32677,1,1
32678,2,2
32679,2,2
32680,4,4
32681,2,2
32682,4,4
32683,1,1
32684,2,2
32685,1,1
32686,3,3
32687,3,3
32688,2,2
32689,1,1
32690,1,1
32691,1,1
32692,4,4
32693,1,1
32694,7,7
32695,7,7
32696,7,7
32697,1,1
32698,5,5
32699,1,1
32700,6,6
32701,1,1
32702,1,1
32703,2,2
32704,3,3
32705,3,3
32706,6,6
32707,32,32
32708,1,1
32709,2,2
32710,0,0
32711,20,20
32712,20,20
32713,1,1
32714,5,5
32715,2,2
32716,0,0
32717,0,0
32718,1,1
32719,44,44
32720,1,1
32721,1,1
32722,1,1
32723,1,1
32724,0,0
32725,1,1
32726,0,0
32727,1,1
32728,1,1
32729,33,33
32730,3,3
32731,1,1
32732,1,1
32733,1,1
32734,3,3
32735,0,0
32736,0,0
32737,2,2
32738,7,7
32739,0,0
32740,4,4
32741,3,3
32742,33,33
32743,3,3
32744,33,33
32745,2,2
32746,2,2
32747,2,2
32748,6,6
32749,2,2
32750,1,1
32751,4,4
32752,2,2
32753,1,1
32754,2,2
32755,1,1
32756,4,4
32757,4,4
32758,1,1
32759,1,1
32760,2,2
32761,1,1
32762,1,1
32763,2,2
32764,87,87
32765,1,1
32766,1,1
32767,0,0
32768,59,59
32769,59,59
32770,33,33
32771,1,1
32772,2,2
32773,2,2
32774,1,1
32775,47,47
32776,1,1
32777,0,0
32778,1,1
32779,1,1
32780,0,0
32781,4,4
32782,1,1
32783,1,1
32784,1,1
32785,50,50
32786,2,2
32787,1,1
32788,0,0
32789,1,1
32790,1,1
32791,86,86
32792,87,87
32793,87,87
32794,87,87
32795,87,87
32796,7,7
32797,0,0
32798,1,1
32799,2,2
32800,1,1
32801,2,2
32802,59,59
32803,0,0
32804,1,1
32805,1,1
32806,1,1
32807,2,2
32808,1,1
32809,0,0
32810,87,87
32811,87,87
32812,87,87
32813,1,1
32814,59,59
32815,59,59
32816,87,87
32817,2,2
32818,1,1
32819,33,33
32820,2,2
32821,3,3
32822,2,2
32823,2,2
32824,0,0
32825,1,1
32826,1,1
32827,2,2
32828,2,2
32829,1,1
32830,5,5
32831,1,1
32832,1,1
32833,0,0
32834,1,1
32835,50,50
32836,0,0
32837,2,2
32838,2,2
32839,1,1
32840,2,2
32841,2,2
32842,2,2
32843,2,2
32844,2,2
32845,5,5
32846,2,2
32847,50,50
32848,50,50
32849,2,2
32850,1,1
32851,8,8
32852,3,3
32853,0,0
32854,1,1
32855,2,2
32856,0,0
32857,1,1
32858,10,10
32859,1,1
32860,1,1
32861,3,3
32862,1,1
32863,1,1
32864,50,50
32865,1,1
32866,1,1
32867,0,0
32868,2,2
32869,2,2
32870,1,1
32871,3,3
32872,1,1
32873,2,2
32874,50,50
32875,50,50
32876,50,50
32877,50,50
32878,0,0
32879,0,0
32880,1,1
32881,1,1
32882,1,1
32883,2,2
32884,1,1
32885,1,1
32886,1,1
32887,1,1
32888,2,2
32889,12,12
32890,1,1
32891,2,2
32892,0,0
32893,1,1
32894,0,0
32895,2,2
32896,1,1
32897,0,0
32898,2,2
32899,3,3
32900,3,3
32901,2,2
32902,1,1
32903,4,4
32904,1,1
32905,1,1
32906,1,1
32907,2,2
32908,1,1
32909,2,2
32910,1,1
32911,1,1
32912,13,13
32913,1,1
32914,1,1
32915,5,5
32916,5,5
32917,0,0
32918,1,1
32919,1,1
32920,3,3
32921,1,1
32922,54,54
32923,1,1
32924,2,2
32925,1,1
32926,1,1
32927,1,1
32928,89,89
32929,1,1
32930,1,1
32931,1,1
32932,1,1
32933,1,1
32934,1,1
32935,3,3
32936,1,1
32937,0,0
32938,0,0
32939,1,1
32940,2,2
32941,0,0
32942,0,0
32943,0,0
32944,3,3
32945,1,1
32946,3,3
32947,1,1
32948,1,1
32949,2,2
32950,3,3
32951,2,2
32952,0,0
32953,0,0
32954,1,1
32955,1,1
32956,1,1
32957,59,59
32958,0,0
32959,1,1
32960,59,59
32961,59,59
32962,2,2
32963,3,3
32964,3,3
32965,2,2
32966,1,1
32967,1,1
32968,59,59
32969,2,2
32970,2,2
32971,2,2
32972,1,1
32973,1,1
32974,2,2
32975,1,1
32976,1,1
32977,13,13
32978,2,2
32979,1,1
32980,1,1
32981,10,10
32982,1,1
32983,8,8
32984,1,1
32985,3,3
32986,1,1
32987,3,3
32988,1,1
32989,4,4
32990,2,2
32991,2,2
32992,3,3
32993,2,2
32994,2,2
32995,1,1
32996,4,4
32997,2,2
32998,8,8
32999,1,1
33000,0,0
33001,1,1
33002,0,0
33003,3,3
33004,1,1
33005,14,14
33006,1,1
33007,0,0
33008,2,2
33009,1,1
33010,1,1
33011,1,1
33012,1,1
33013,0,0
33014,2,2
33015,5,5
33016,14,14
33017,2,2
33018,267,267
33019,4,4
33020,3,3
33021,0,0
33022,50,50
33023,14,14
33024,59,59
33025,2,2
33026,5,5
33027,1,1
33028,1,1
33029,3,3
33030,1,1
33031,1,1
33032,4,4
33033,1,1
33034,14,14
33035,1,1
33036,14,14
33037,1,1
33038,59,59
33039,1,1
33040,1,1
33041,1,1
33042,1,1
33043,2,2
33044,2,2
33045,3,3
33046,135,135
33047,1,1
33048,10,10
33049,1,1
33050,10,10
33051,15,15
33052,2,2
33053,1,1
33054,3,3
33055,1,1
33056,1,1
33057,1,1
33058,0,0
33059,0,0
33060,3,3
33061,1,1
33062,2,2
33063,1,1
33064,1,1
33065,1,1
33066,1,1
33067,2,2
33068,1,1
33069,16,16
33070,1,1
33071,5,5
33072,1,1
33073,5,5
33074,1,1
33075,16,16
33076,1,1
33077,3,3
33078,3,3
33079,3,3
33080,3,3
33081,1,1
33082,1,1
33083,38,38
33084,5,5
33085,0,0
33086,1,1
33087,2,2
33088,1,1
33089,1,1
33090,1,1
33091,3,3
33092,2,2
33093,59,59
33094,2,2
33095,0,0
33096,1,1
33097,2,2
33098,0,0
33099,1,1
33100,2,2
33101,1,1
33102,59,59
33103,1,1
33104,1,1
33105,0,0
33106,0,0
33107,0,0
33108,0,0
33109,1,1
33110,0,0
33111,8,8
33112,1,1
33113,2,2
33114,2,2
33115,3,3
33116,1,1
33117,5,5
33118,0,0
33119,0,0
33120,38,38
33121,11,11
33122,59,59
33123,11,11
33124,1,1
33125,11,11
33126,1,1
33127,1,1
33128,2,2
33129,1,1
33130,2,2
33131,0,0
33132,0,0
33133,0,0
33134,1,1
33135,1,1
33136,1,1
33137,1,1
33138,1,1
33139,1,1
33140,3,3
33141,6,6
33142,1,1
33143,1,1
33144,1,1
33145,0,0
33146,2,2
33147,1,1
33148,2,2
33149,1,1
33150,22,22
33151,3,3
33152,1,1
33153,2,2
33154,2,2
33155,1,1
33156,1,1
33157,1,1
33158,1,1
33159,0,0
33160,1,1
33161,1,1
33162,0,0
33163,1,1
33164,1,1
33165,2,2
33166,3,3
33167,3,3
33168,23,23
33169,1,1
33170,1,1
33171,3,3
33172,267,267
33173,1,1
33174,2,2
33175,0,0
33176,2,2
33177,11,11
33178,11,11
33179,1,1
33180,59,59
33181,93,93
33182,2,2
33183,1,1
33184,4,4
33185,1,1
33186,1,1
33187,1,1
33188,1,1
33189,0,0
33190,2,2
33191,2,2
33192,1,1
33193,87,87
33194,1,1
33195,1,1
33196,2,2
33197,3,3
33198,59,59
33199,59,59
33200,59,59
33201,59,59
33202,1,1
33203,2,2
33204,1,1
33205,2,2
33206,2,2
33207,11,11
33208,1,1
33209,4,4
33210,38,38
33211,1,1
33212,1,1
33213,1,1
33214,1,1
33215,0,0
33216,59,59
33217,1,1
33218,1,1
33219,1,1
33220,3,3
33221,1,1
33222,2,2
33223,1,1
33224,24,24
33225,2,2
33226,1,1
33227,1,1
33228,16,16
33229,2,2
33230,1,1
33231,12,12
33232,1,1
33233,38,38
33234,0,0
33235,1,1
33236,1,1
33237,0,0
33238,1,1
33239,3,3
33240,1,1
33241,7,7
33242,1,1
33243,4,4
33244,1,1
33245,1,1
33246,1,1
33247,2,2
33248,3,3
33249,0,0
33250,1,1
33251,1,1
33252,1,1
33253,1,1
33254,2,2
33255,1,1
33256,1,1
33257,1,1
33258,0,0
33259,2,2
33260,2,2
33261,36,36
33262,2,2
33263,11,11
33264,1,1
33265,0,0
33266,1,1
33267,0,0
33268,1,1
33269,0,0
33270,1,1
33271,5,5
33272,1,1
33273,0,0
33274,4,4
33275,1,1
33276,1,1
33277,1,1
33278,1,1
33279,1,1
33280,1,1
33281,2,2
33282,1,1
33283,0,0
33284,0,0
33285,1,1
33286,1,1
33287,1,1
33288,1,1
33289,1,1
33290,1,1
33291,5,5
33292,1,1
33293,2,2
33294,1,1
33295,1,1
33296,1,1
33297,2,2
33298,2,2
33299,2,2
33300,1,1
33301,0,0
33302,1,1
33303,3,3
33304,2,2
